Name,Bridge number,Nakanishi index,Tunnel number,Symmetry type,Full symmetry group,Montesinos?,Montesinos fractions,Jones polynomial evaluated at exp(2*pi*sqrt(-1)/5),Tunnel number one detected by a realizable Heegaard splitting?,Lustig-Moriah?
10_69,3,2,2,reversible,D2,Y,"[2/3, 2/3, 3/5]",1.9335995006197686,N,N
10_70,3,1,1,reversible,D1,Y,"[1/2, 1/3, 7/5]",1.0794743587862692,Y,N
10_71,3,1,1,reversible,D1,Y,"[1/2, 2/3, 7/5]",1.0344418537486337,Y,N
10_72,3,1,1,reversible,D1,Y,"[1/2, 1/3, 8/5]",0.5133862617778115,Y,N
10_73,3,1,1,reversible,D1,Y,"[1/2, 2/3, 8/5]",0.41032975920838516,Y,N
10_74,3,2,2,reversible,D2,Y,"[2/3, 1/3, 4/3]",2.243328436725901,N,Y
10_75,3,2,2,reversible,D6,Y,"[2/3, 2/3, 5/3]",2.3275725780925405,N,Y
10_76,3,1,1,reversible,D2,Y,"[1/2, 1/3, 7/3]",0.8997833711620916,Y,N
10_77,3,1,1,reversible,D1,Y,"[1/2, 2/3, 7/3]",0.748589687361211,Y,N
10_78,3,1,1,reversible,D2,Y,"[1/2, 2/3, 8/3]",0.7983738762488439,Y,N
10_79,3,1,2,negative amphicheiral,D1,N,['n/a'],0.18033988749894903,N,N
10_80,3,1,2,chiral,1,N,['n/a'],0.24887613391229177,N,N
10_81,3,1,2,negative amphicheiral,D1,N,['n/a'],0.34752415750147136,N,N
10_82,3,1,2,chiral,1,N,['n/a'],0.6952497348223216,N,N
10_83,3,1,2,chiral,1,N,['n/a'],0.20918583554836354,N,N
10_84,3,1,2,chiral,1,N,['n/a'],0.8053800873174888,N,N
10_85,3,1,2,chiral,1,N,['n/a'],0.5738846062270819,N,N
10_86,3,1,2,chiral,1,N,['n/a'],0.4103297592085762,N,N
10_87,3,1,2,chiral,1,N,['n/a'],0.6462152166951692,N,N
10_88,3,1,2,negative amphicheiral,D1,N,['n/a'],0.5065778087482116,N,N
10_89,3,1,2,reversible,D1,N,['n/a'],1.2496290494836904,N,N
10_90,3,1,2,chiral,1,N,['n/a'],1.3124579198151174,N,N
10_91,3,1,2,chiral,1,N,['n/a'],1.201626123751156,N,N
10_92,3,1,2,chiral,1,N,['n/a'],1.1739366481199387,N,N
10_93,3,1,2,chiral,1,N,['n/a'],1.1893227006465636,N,N
10_94,3,1,2,chiral,1,N,['n/a'],1.1691411441858395,N,N
10_95,3,1,2,chiral,1,N,['n/a'],1.0624987806124235,N,N
10_96,3,1,2,reversible,D1,N,['n/a'],1.54475171874154,N,N
10_97,3,1,2,reversible,D1,N,['n/a'],1.3523967511593955,N,N
10_98,3,2,2,chiral,Z2,N,['n/a'],2.4793314169442153,N,N
10_99,3,2,2,fully amphicheiral,D2,N,['n/a'],2.583592135001261,N,N
10_100,3,1,2,reversible,D1,N,['n/a'],1.0056024257980924,N,N
10_101,3,2,2,reversible,D1,N,['n/a'],0.6082734870461749,N,N
10_102,3,1,2,chiral,1,N,['n/a'],0.9571004630031368,N,N
10_103,3,2,2,reversible,D1,N,['n/a'],1.541110519652608,N,N
10_104,3,1,2,reversible,D1,N,['n/a'],1.0344418537486337,N,N
10_105,3,1,2,reversible,D1,N,['n/a'],0.7752674466288855,N,N
10_106,3,1,2,chiral,1,N,['n/a'],1.3591017580680151,N,N
10_107,3,1,2,chiral,1,N,['n/a'],1.3167315709956013,N,N
10_108,3,1,2,reversible,D1,N,['n/a'],1.28984963513947,N,N
10_109,3,1,2,negative amphicheiral,D1,N,['n/a'],0.34752415750147136,N,N
10_110,3,1,2,chiral,1,N,['n/a'],0.6082734870462133,N,N
10_111,3,1,2,reversible,D1,N,['n/a'],0.5835921350012612,N,N
10_112,3,1,2,reversible,D1,N,['n/a'],0.6082734870461804,N,N
10_113,3,1,2,reversible,D1,N,['n/a'],1.1376152908957897,N,N
10_114,3,1,2,reversible,D1,N,['n/a'],1.2062924935736399,N,N
10_115,3,1,2,negative amphicheiral,D1,N,['n/a'],0.8753882025018918,N,N
10_116,3,1,2,reversible,D1,N,['n/a'],1.646965632247621,N,N
10_117,3,1,2,chiral,1,N,['n/a'],1.428929436700271,N,N
10_118,3,1,2,negative amphicheiral,D1,N,['n/a'],1.7294901687515747,N,N
10_119,3,1,2,chiral,1,N,['n/a'],1.6178074209602296,N,N
10_120,3,1,2,reversible,D2,N,['n/a'],1.8163682305140139,N,N
10_121,3,1,2,reversible,D1,N,['n/a'],1.5823796297307535,N,N
10_122,3,2,2,reversible,D2,N,['n/a'],0.36333081182034704,N,N
10_123,3,2,2,fully amphicheiral,D10,N,['n/a'],2.257354213751995,N,N
10_124,3,1,1,reversible,Z2,Y,"[1/2, -2/3, 1/5]",0.3819660112501051,Y,N
10_125,3,1,1,reversible,D1,Y,"[1/2, 2/3, -4/5]",0.3819660112501053,Y,N
10_126,3,1,1,reversible,D1,Y,"[1/2, -2/3, 4/5]",0.7410467470090037,Y,N
10_127,3,1,1,reversible,D1,Y,"[1/2, 2/3, -1/5]",0.5476556274306075,Y,N
10_128,3,1,1,reversible,D1,Y,"[1/2, -2/3, 3/7]",0.8208301156455787,Y,N
10_129,3,1,1,reversible,D1,Y,"[1/2, 2/3, -4/7]",0.9759111274880217,Y,N
10_130,3,1,1,reversible,D1,Y,"[1/2, -2/3, 4/7]",0.5895117958968009,Y,N
10_131,3,1,1,reversible,D1,Y,"[1/2, 2/3, -3/7]",0.9098300562505357,Y,N
10_132,3,1,1,reversible,D1,Y,"[1/2, -2/3, 2/7]",0.3819660112501051,Y,N
10_133,3,1,1,reversible,D1,Y,"[1/2, 2/3, -5/7]",0.1458980337503153,Y,N
10_134,3,1,1,reversible,D1,Y,"[1/2, -2/3, 5/7]",0.8664735454725581,Y,N
10_135,3,1,1,reversible,D1,Y,"[1/2, 2/3, -2/7]",0.502323814895687,Y,N
10_136,3,1,1,reversible,D2,Y,"[1/2, -3/5, 2/5]",1.3151008207554193,Y,N
10_137,3,1,1,reversible,D1,Y,"[1/2, 3/5, -3/5]",0.651566177571032,Y,N
10_138,3,1,1,reversible,D2,Y,"[1/2, 3/5, -2/5]",1.1095237621426335,Y,N
10_139,3,1,1,reversible,D2,Y,"[2/3, -1/3, -1/4]",1.8541019662496847,Y,N
10_140,3,2,2,reversible,D1,Y,"[2/3, -2/3, 1/4]",1.9400855709221205,N,N
10_141,3,1,2,reversible,D2,Y,"[2/3, 2/3, -3/4]",2.041368234788256,N,N
10_142,3,2,2,reversible,D2,Y,"[2/3, -1/3, -3/4]",1.9913709213130955,N,N
10_143,3,1,2,reversible,D1,Y,"[2/3, -2/3, 3/4]",2.0601452852300093,N,N
10_144,3,2,2,reversible,D2,Y,"[2/3, 2/3, -1/4]",2.017917076470786,N,N
10_145,3,1,1,reversible,D2,Y,"[2/3, -1/3, -2/5]",1.7058223988007164,Y,N
10_146,3,1,2,reversible,D2,Y,"[2/3, 2/3, -3/5]",1.8620179795745633,N,N
10_147,3,1,2,chiral,Z2,Y,"[2/3, -2/3, 3/5]",1.9277796946889845,N,N
10_148,3,1,2,chiral,1,N,['n/a'],0.41870620816786075,N,N
10_149,3,1,2,chiral,1,N,['n/a'],0.5738846062270772,N,N
10_150,3,1,2,chiral,1,N,['n/a'],0.5476556274306019,N,N
10_151,3,1,2,chiral,1,N,['n/a'],0.7286766532664305,N,N
10_152,3,1,2,reversible,D1,N,['n/a'],0.4721359549995796,N,N
10_153,3,1,2,chiral,1,N,['n/a'],0.5895117958968017,N,N
10_154,3,1,2,reversible,D1,N,['n/a'],0.7410467470090051,N,N
10_155,3,2,2,reversible,D2,N,['n/a'],0.651566177571032,N,N
10_156,3,1,2,reversible,D1,N,['n/a'],0.7606360077334137,N,N
10_157,3,2,2,reversible,D4,N,['n/a'],1.005602425798006,N,N
10_158,3,1,2,reversible,D1,N,['n/a'],1.3372822734066134,N,N
10_159,3,1,2,reversible,D1,N,['n/a'],1.2286917549830543,N,N
10_160,3,2,2,reversible,D1,N,['n/a'],1.2668379419852653,N,N
10_161,3,1,1,reversible,D1,N,['n/a'],0.8208301156455796,Y,N
10_162,3,1,2,reversible,D1,N,['n/a'],0.8208301156455796,N,N
10_163,3,1,2,reversible,D1,N,['n/a'],0.22517346926358564,N,N
10_164,3,1,2,reversible,D1,N,['n/a'],1.6108470981977763,N,N
10_165,3,1,2,reversible,D1,N,['n/a'],1.8699004816478924,N,N
11a_1,3,1,1,reversible,D1,Y,"[1/2, 3/5, 5/7]",0.9183239250572479,Y,N
11a_2,3,1,2,chiral,1,N,['n/a'],0.6717907580496998,N,N
11a_3,3,1,2,chiral,1,N,['n/a'],0.8123258729221712,N,N
11a_4,3,1,1,reversible,D1,Y,"[1/2, 3/5, 2/7]",1.369881178712634,Y,N
11a_5,3,1,1,reversible,D1,Y,"[1/2, 3/5, 7/5]",0.9838346552295688,Y,N
11a_6,3,1,1,reversible,D2,Y,"[1/2, 3/5, 8/5]",1.1295963588126878,Y,N
11a_7,3,1,1,reversible,D1,Y,"[1/2, 3/5, 4/5]",1.0710202029091613,Y,N
11a_8,3,1,1,reversible,D1,Y,"[1/2, 3/5, 4/7]",1.1987330661221745,Y,N
11a_9,3,1,1,reversible,D1,Y,"[1/2, 3/5, 1/5]",1.3549617522323705,Y,N
11a_10,3,1,1,reversible,D1,Y,"[1/2, 3/5, 3/7]",0.9379126098985429,Y,N
11a_11,3,1,1,reversible,D1,Y,"[1/2, 2/3, 13/5]",0.7940128895745145,Y,N
11a_12,3,1,1,reversible,D1,Y,"[1/2, 1/3, 13/5]",1.0624987806124253,Y,N
11a_13,2,1,1,reversible,D2,N,['n/a'],1.400190396878511,Y,N
11a_14,3,1,2,reversible,D1,N,['n/a'],0.3092701834058431,N,N
11a_15,3,1,2,chiral,1,N,['n/a'],0.38754341054255875,N,N
11a_16,3,1,1,reversible,D1,Y,"[1/2, 2/3, 7/9]",1.0624987806124468,Y,N
11a_17,3,1,2,chiral,1,N,['n/a'],0.8010572436358033,N,N
11a_18,3,1,2,chiral,1,N,['n/a'],0.4368557986727487,N,N
11a_19,3,1,2,chiral,1,N,['n/a'],0.40708475177879516,N,N
11a_20,3,1,2,chiral,1,N,['n/a'],0.6769395837645669,N,N
11a_21,3,1,1,reversible,D1,Y,"[1/2, 2/3, 2/9]",1.0056024257980443,Y,N
11a_22,3,1,2,chiral,1,N,['n/a'],0.3475241575014571,N,N
11a_23,3,1,1,reversible,D1,Y,"[1/2, 2/3, 9/7]",0.962952509240057,Y,N
11a_24,3,1,2,chiral,1,N,['n/a'],0.3436866652719174,N,N
11a_25,3,1,2,chiral,1,N,['n/a'],0.40708475177879516,N,N
11a_26,3,1,2,chiral,1,N,['n/a'],0.3436866652719174,N,N
11a_27,3,1,2,chiral,1,N,['n/a'],0.7780305103957968,N,N
11a_28,3,1,2,chiral,1,N,['n/a'],1.338886007123949,N,N
11a_29,3,1,2,chiral,1,N,['n/a'],1.487967944483699,N,N
11a_30,3,1,2,chiral,1,N,['n/a'],1.1133852439155048,N,N
11a_31,3,1,1,reversible,D1,Y,"[1/2, 2/3, 8/11]",0.1918706239316858,Y,N
11a_32,3,1,1,reversible,D1,Y,"[1/2, 2/3, 8/13]",0.6117912195742188,Y,N
11a_33,3,1,1,reversible,D1,Y,"[1/2, 2/3, 3/11]",0.646215216695325,Y,N
11a_34,3,1,1,reversible,D1,Y,"[1/2, 2/3, 7/11]",0.5776118095825153,Y,N
11a_35,3,1,1,reversible,D1,Y,"[1/2, 2/3, 5/13]",0.6408195758731656,Y,N
11a_36,3,1,1,reversible,D1,Y,"[1/2, 2/3, 12/7]",0.640819575873118,Y,N
11a_37,3,1,1,reversible,D1,Y,"[1/2, 2/3, 5/9]",0.7363463205492888,Y,N
11a_38,3,1,2,chiral,1,N,['n/a'],1.1246117974981484,N,N
11a_39,3,1,1,reversible,D1,Y,"[1/2, 2/3, 4/11]",0.8793457127578537,Y,N
11a_40,3,1,1,reversible,D1,Y,"[1/2, 2/3, 9/5]",0.5133862617778947,Y,N
11a_41,3,1,1,reversible,D1,Y,"[1/2, 2/3, 11/7]",0.6174405832258314,Y,N
11a_42,3,1,1,reversible,D1,Y,"[1/2, 2/3, 12/5]",0.9379126098985429,Y,N
11a_43,4,2,2,reversible,D2,Y,"[1/2, 2/3, 2/3, 2/3]",1.3714467926595844,N,N
11a_44,4,2,2,reversible,D1,Y,"[1/2, 2/3, 2/3, 1/3]",1.3388860071239754,N,N
11a_45,3,1,1,reversible,D1,Y,"[1/2, 2/3, 4/9]",1.0930149798996212,Y,N
11a_46,3,1,1,reversible,D2,Y,"[1/2, 2/3, 11/3]",0.8452308397885878,Y,N
11a_47,4,2,2,reversible,D2,Y,"[1/2, 2/3, 1/3, 2/3]",1.3388860071239754,N,N
11a_48,3,1,1,reversible,D1,Y,"[1/2, 2/5, 5/7]",1.198733066105318,Y,N
11a_49,3,1,2,chiral,1,N,['n/a'],0.868946641807537,N,N
11a_50,3,1,1,reversible,D1,Y,"[1/2, 2/5, 2/7]",0.7160929051306778,Y,N
11a_51,3,1,1,reversible,D2,Y,"[1/2, 2/5, 7/5]",0.8123258729221712,Y,N
11a_52,3,1,2,chiral,1,N,['n/a'],1.1631862533986617,N,N
11a_53,3,1,2,chiral,1,N,['n/a'],1.2640941396033278,N,N
11a_54,3,1,2,chiral,1,N,['n/a'],1.142543123409087,N,N
11a_55,3,1,1,reversible,D1,Y,"[1/2, 2/3, 6/5]",0.7797332821348563,Y,N
11a_56,3,1,1,reversible,D1,Y,"[1/2, 2/3, 10/7]",0.32030052108923396,Y,N
11a_57,4,2,2,reversible,D1,Y,"[1/2, 2/3, 1/3, 1/3]",1.3805764371449414,N,N
11a_58,3,1,1,reversible,D1,Y,"[1/2, 2/3, 10/3]",1.0201240580335935,Y,N
11a_59,2,1,1,reversible,D2,N,['n/a'],1.037793007421532,Y,N
11a_60,3,1,1,reversible,D1,Y,"[1/2, 2/5, 4/5]",1.282782703746936,Y,N
11a_61,3,1,1,reversible,D1,Y,"[1/2, 2/5, 4/7]",1.173936648119865,Y,N
11a_62,3,1,1,reversible,D1,Y,"[1/2, 2/5, 1/5]",1.0146018209073433,Y,N
11a_63,3,1,1,reversible,D1,Y,"[1/2, 2/5, 3/7]",1.3698811787122807,Y,N
11a_64,3,1,1,reversible,D1,Y,"[1/2, 1/3, 12/5]",0.5678020463224586,Y,N
11a_65,2,1,1,reversible,D2,N,['n/a'],0.5023238148954636,Y,N
11a_66,3,1,2,chiral,1,N,['n/a'],1.4289294367000442,N,N
11a_67,3,1,2,chiral,1,N,['n/a'],1.1032471272689066,N,N
11a_68,3,1,2,chiral,1,N,['n/a'],1.0485641629366071,N,N
